,index,ecm_around_single_spot,ecm_around_single_spot bg subtracted,ecm_around_single_spot_mean_intensity,ecm_around_single_spot_mean_intensity bg subtracted,exp condition,filename,mean_intensty_original_synapse,mean_intensty_original_synapse bg subtracted,original_synapse_at_single_spot,original_synapse_at_single_spot bg subtracted,"Synapse brightness scale (0 = dimmest, 7 = brightest)",radial_average,radial_average_bgsubtracted,Time,Drug,Condition,"Synapse brightness scale (0 = dimmest, 5 = brightest)"
10,1430,"[[0 0 1 ... 0 0 0]
 [0 0 0 ... 1 0 0]
 [0 0 0 ... 0 0 1]
 ...
 [1 0 1 ... 0 0 0]
 [2 0 2 ... 0 0 0]
 [2 2 0 ... 0 0 0]]","[[0.         0.         0.00371137 ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.00371137 0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.00371137]
 ...
 [0.00371137 0.         0.00371137 ... 0.         0.         0.        ]
 [0.00763294 0.         0.00763294 ... 0.         0.         0.        ]
 [0.00763294 0.00763294 0.         ... 0.         0.         0.        ]]",0.2194,0.0008245327058823529,12hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/12hrs_Bic/01_005_ExpControl,8.8063,0.01953560960784314,"[[21 16 17 ... 10  1  5]
 [13 14 11 ...  3  2  4]
 [ 9 16 13 ...  2  4  5]
 ...
 [ 0  0  1 ...  0  0  0]
 [ 0  0  0 ...  1  0  0]
 [ 0  1  0 ...  0  1  0]]","[[0.04886078 0.02925294 0.03317451 ... 0.00572353 0.         0.        ]
 [0.01748824 0.0214098  0.0096451  ... 0.         0.         0.        ]
 [0.00180196 0.02925294 0.01748824 ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",1,"[0.25892857 0.215      0.15441176 0.15909091 0.14090909 0.15429688
 0.14383562 0.16566265 0.22580645 0.30074257 0.35745614 0.27868852
 0.19444444 0.19411765 0.18705036 0.21568627 0.16544118 0.2375
 0.23333333 0.        ]","[0.00096661 0.000799   0.0005754  0.00059463 0.00052488 0.00057512
 0.00053635 0.00061958 0.00084964 0.00113594 0.00135408 0.00105219
 0.00072788 0.00073009 0.00070177 0.00080874 0.00061865 0.00088671
 0.00088    0.        ]",12hrs,Bic,12hr + Bic,1
11,788,"[[0 1 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 1 ... 0 0 0]
 ...
 [0 0 0 ... 0 1 0]
 [0 0 0 ... 0 0 0]
 [2 0 0 ... 1 0 0]]","[[0.         0.00357451 0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.00357451 ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.00357451 0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.00749608 0.         0.         ... 0.00357451 0.         0.        ]]",0.2309,0.0008515572549019607,4hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/4hrs_DMSO/08_002_ExpControl,9.2592,0.018584140352941175,"[[ 3  4  4 ...  0  4  2]
 [ 3  6  2 ...  1  2  1]
 [ 3  3  7 ...  1  2  2]
 ...
 [ 5  5 14 ...  7  9 15]
 [ 4  5  7 ... 12 15  7]
 [ 3  4 11 ... 16 11 18]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.01948275 ... 0.         0.         0.02340431]
 [0.         0.         0.         ... 0.01163961 0.02340431 0.        ]
 [0.         0.         0.00771804 ... 0.02732588 0.00771804 0.03516902]]",1,"[0.14285714 0.11       0.19117647 0.11931818 0.09545455 0.11328125
 0.11643836 0.15813253 0.22849462 0.33292079 0.42653509 0.42930328
 0.26111111 0.17647059 0.17446043 0.15196078 0.11764706 0.11875
 0.23333333 0.        ]","[0.00051684 0.00040014 0.00068847 0.00042749 0.0003412  0.00040899
 0.00041918 0.00057047 0.00083402 0.00124286 0.00160305 0.0016174
 0.00096162 0.00063692 0.00063048 0.00054659 0.00042436 0.00042664
 0.00084562 0.        ]",4hrs,DMSO,4hr,1
12,278,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 1 0 0]
 [0 2 0 ... 0 0 0]
 [0 0 0 ... 0 1 0]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.00372824 0.         0.        ]
 [0.         0.0076498  0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.00372824 0.        ]]",0.2297,0.0008657136470588237,2hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/2hrs_DMSO/10_002_ExpControl,4.7708,0.008548372549019608,"[[0 1 2 ... 4 4 1]
 [2 1 2 ... 3 4 2]
 [2 1 1 ... 2 6 4]
 ...
 [0 0 0 ... 0 0 0]
 [0 1 0 ... 0 0 0]
 [0 0 0 ... 0 0 1]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.00568627 0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",0,"[0.17857143 0.24       0.38235294 0.34659091 0.23181818 0.23632812
 0.19006849 0.21084337 0.30107527 0.19678218 0.25109649 0.32581967
 0.23148148 0.15411765 0.15107914 0.15441176 0.14705882 0.1375
 0.06666667 0.        ]","[0.00066748 0.00090058 0.00144683 0.00130535 0.0008735  0.00088751
 0.00071193 0.00079772 0.00113729 0.00073796 0.00094887 0.00123811
 0.00087179 0.00057663 0.00056708 0.00057947 0.00054969 0.00051384
 0.00025177 0.        ]",2hrs,DMSO,2hr,0
13,303,"[[0 0 0 ... 0 0 0]
 [0 2 0 ... 0 0 0]
 [1 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 1 ... 0 0 2]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.00772745 0.         ... 0.         0.         0.        ]
 [0.00380588 0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.00380588 ... 0.         0.         0.00772745]]",0.2285,0.0008744913725490194,2hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/2hrs_DMSO/10_002_ExpControl,3.7163,0.008526470588235293,"[[0 0 0 ... 1 1 4]
 [0 0 0 ... 4 6 5]
 [0 0 0 ... 2 2 0]
 ...
 [1 0 1 ... 1 0 0]
 [1 0 1 ... 0 0 0]
 [0 0 0 ... 0 0 0]]","[[0.         0.         0.         ... 0.         0.         0.00204   ]
 [0.         0.         0.         ... 0.00204    0.00988314 0.00596157]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",0,"[0.19642857 0.245      0.19852941 0.23295455 0.22272727 0.44921875
 0.3989726  0.31174699 0.25806452 0.22277228 0.18421053 0.16803279
 0.18796296 0.18117647 0.15827338 0.18382353 0.15441176 0.15625
 0.16666667 0.        ]","[0.00075068 0.00093707 0.00075686 0.00088956 0.00085188 0.00173227
 0.0015331  0.00119536 0.00098729 0.00085257 0.00070413 0.00064094
 0.00071729 0.00069158 0.00060362 0.00070074 0.00058937 0.00059612
 0.00063817 0.        ]",2hrs,DMSO,2hr,0
14,794,"[[0 0 0 ... 1 0 0]
 [0 1 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 1 0 0]
 [0 0 0 ... 0 1 0]
 [0 0 0 ... 0 0 0]]","[[0.         0.         0.         ... 0.00374627 0.         0.        ]
 [0.         0.00374627 0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.00374627 0.         0.        ]
 [0.         0.         0.         ... 0.         0.00374627 0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",0.2322,0.0008781588235294117,4hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/4hrs_DMSO/08_002_ExpControl,4.7999,0.008179066784313724,"[[2 4 3 ... 4 2 2]
 [5 1 6 ... 3 4 7]
 [7 5 5 ... 3 3 7]
 ...
 [1 0 1 ... 0 0 1]
 [0 0 3 ... 0 0 0]
 [1 1 1 ... 1 0 0]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.00158314 0.         0.00550471 ... 0.         0.         0.00942627]
 [0.00942627 0.00158314 0.00158314 ... 0.         0.         0.00942627]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",0,"[0.16071429 0.095      0.18382353 0.1875     0.25454545 0.3125
 0.2619863  0.21536145 0.2688172  0.26732673 0.27631579 0.26536885
 0.21111111 0.19411765 0.17086331 0.18872549 0.21323529 0.19375
 0.2        0.        ]","[0.00060521 0.0003559  0.00069252 0.00070492 0.00096515 0.00118372
 0.00098868 0.00081103 0.00101719 0.00101189 0.00105034 0.00100851
 0.00079559 0.00073505 0.00064231 0.00071174 0.00080528 0.00073132
 0.0007551  0.        ]",4hrs,DMSO,4hr,0
15,1552,"[[0 0 0 ... 0 0 1]
 [0 0 0 ... 0 0 0]
 [1 0 0 ... 1 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [1 1 2 ... 0 0 0]
 [1 0 3 ... 0 1 1]]","[[0.         0.         0.         ... 0.         0.         0.00356314]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.00356314 0.         0.         ... 0.00356314 0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.00356314 0.00356314 0.00748471 ... 0.         0.         0.        ]
 [0.00356314 0.         0.01140627 ... 0.         0.00356314 0.00356314]]",0.2401,0.0008823557647058823,12hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/12hrs_DMSO/03_002_ExpControl,2.5029,0.005046778705882353,"[[0 0 0 ... 0 0 1]
 [1 0 0 ... 0 0 0]
 [2 1 1 ... 0 0 0]
 ...
 [8 4 0 ... 1 3 0]
 [5 4 9 ... 1 2 2]
 [6 2 7 ... 0 0 0]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.02233294 0.00664667 0.         ... 0.         0.0027251  0.        ]
 [0.01056824 0.00664667 0.02625451 ... 0.         0.         0.        ]
 [0.0144898  0.         0.01841137 ... 0.         0.         0.        ]]",0,"[0.59821429 0.315      0.23529412 0.25284091 0.36136364 0.3125
 0.2619863  0.27861446 0.17069892 0.1980198  0.21491228 0.19057377
 0.27407407 0.28235294 0.16906475 0.13480392 0.11029412 0.19375
 0.28333333 0.        ]","[0.00221473 0.00114927 0.00084893 0.00093349 0.00134787 0.00114498
 0.00095375 0.00102621 0.00062075 0.00072199 0.00078738 0.00069336
 0.00101738 0.00105709 0.00061594 0.00048735 0.00039563 0.00070156
 0.00103345 0.        ]",12hrs,DMSO,12hr,0
16,1045,"[[1 1 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [1 1 2 ... 0 0 0]
 ...
 [2 0 0 ... 4 1 3]
 [1 0 0 ... 0 0 0]
 [0 0 0 ... 1 0 1]]","[[0.00370667 0.00370667 0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.00370667 0.00370667 0.00762824 ... 0.         0.         0.        ]
 ...
 [0.00762824 0.         0.         ... 0.01547137 0.00370667 0.0115498 ]
 [0.00370667 0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.00370667 0.         0.00370667]]",0.2356,0.0008834125490196077,4hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/4hrs_Bic/06_005_ExpControl,3.7083,0.00802425568627451,"[[3 2 0 ... 0 0 1]
 [2 1 2 ... 1 0 0]
 [0 1 2 ... 2 2 0]
 ...
 [1 0 1 ... 2 0 1]
 [0 0 2 ... 0 0 1]
 [0 1 0 ... 2 2 1]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0,"[0.25       0.2        0.24632353 0.32102273 0.33863636 0.2734375
 0.23116438 0.19427711 0.1438172  0.14232673 0.1502193  0.14036885
 0.17314815 0.23058824 0.3705036  0.5245098  0.51470588 0.54375
 0.35       1.        ]","[0.0009305  0.00074671 0.00092094 0.00120641 0.00127231 0.00102613
 0.00086274 0.00072562 0.00053568 0.00053022 0.00056011 0.00052338
 0.00064578 0.0008623  0.00139652 0.00198632 0.00194814 0.00206251
 0.00131882 0.00370667]",4hrs,Bic,4hr + Bic,0
17,2325,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 2 ... 0 0 0]
 ...
 [0 0 0 ... 0 1 0]
 [0 0 0 ... 0 1 0]
 [0 0 0 ... 0 0 0]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.0077098  ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.00378824 0.        ]
 [0.         0.         0.         ... 0.         0.00378824 0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",0.241,0.0009178847058823529,2hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/2hrs_DMSO/10_003_ExpControl,1.8678,0.00496539968627451,"[[2 1 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]","[[0.00127137 0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",0,"[0.33928571 0.385      0.375      0.40909091 0.39545455 0.4921875
 0.3510274  0.28463855 0.22580645 0.21287129 0.21820175 0.17418033
 0.18148148 0.16117647 0.11690647 0.11764706 0.125      0.11875
 0.11666667 0.        ]","[0.00129244 0.0014698  0.0014299  0.00156072 0.00150898 0.00188197
 0.00133754 0.0010843  0.00085845 0.00080954 0.00082982 0.00066407
 0.00068996 0.00061277 0.00044311 0.00044633 0.00047353 0.00044985
 0.00044418 0.        ]",2hrs,DMSO,2hr,0
18,1554,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 1 0 ... 0 0 0]
 ...
 [0 1 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 1 1 0]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.00349647 0.         ... 0.         0.         0.        ]
 ...
 [0.         0.00349647 0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.00349647 0.00349647 0.        ]]",0.253,0.0009223982745098039,12hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/12hrs_DMSO/03_003_ExpControl,1.7061,0.004326023725490197,"[[3 1 1 ... 0 0 0]
 [0 1 2 ... 0 0 0]
 [1 2 1 ... 0 0 0]
 ...
 [2 1 2 ... 0 0 3]
 [1 1 1 ... 0 0 4]
 [2 1 1 ... 0 0 0]]","[[0.00586863 0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.00194706 ... 0.         0.         0.        ]
 [0.         0.00194706 0.         ... 0.         0.         0.        ]
 ...
 [0.00194706 0.         0.00194706 ... 0.         0.         0.00586863]
 [0.         0.         0.         ... 0.         0.         0.0097902 ]
 [0.00194706 0.         0.         ... 0.         0.         0.        ]]",0,"[0.59821429 0.695      0.55882353 0.25568182 0.18181818 0.18359375
 0.21746575 0.29668675 0.47446237 0.29826733 0.29714912 0.34836066
 0.16296296 0.09176471 0.06115108 0.08823529 0.0625     0.11875
 0.13333333 0.        ]","[0.00217514 0.00254482 0.00205237 0.00091934 0.00064635 0.00064857
 0.00077929 0.00107641 0.00175436 0.00108182 0.00109537 0.00129861
 0.00059026 0.00032735 0.00021687 0.0003106  0.00021853 0.00042052
 0.0004662  0.        ]",12hrs,DMSO,12hr,0
19,499,"[[1 0 0 ... 0 0 0]
 [0 0 0 ... 2 1 0]
 [1 1 0 ... 1 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [1 1 0 ... 1 0 0]
 [0 0 0 ... 0 0 0]]","[[0.00379059 0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.00771216 0.00379059 0.        ]
 [0.00379059 0.00379059 0.         ... 0.00379059 0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.00379059 0.00379059 0.         ... 0.00379059 0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",0.2424,0.000924274274509804,4hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/4hrs_DMSO/07_001_ExpControl,5.8315,0.009026820392156862,"[[ 0  0  1 ...  0  3  1]
 [ 1  2  0 ...  2  0  0]
 [ 0  1  2 ...  0  0  1]
 ...
 [34 26 22 ...  1  1  0]
 [20 22 11 ...  0  1  0]
 [18 20 20 ...  2  1  2]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.11123137 0.07985882 0.06417255 ... 0.         0.         0.        ]
 [0.05632941 0.06417255 0.02103529 ... 0.         0.         0.        ]
 [0.04848627 0.05632941 0.05632941 ... 0.         0.         0.        ]]",1,"[0.13392857 0.185      0.13235294 0.1875     0.225      0.20703125
 0.21917808 0.18524096 0.20564516 0.19554455 0.21710526 0.23258197
 0.26759259 0.27529412 0.38848921 0.45833333 0.28676471 0.2875
 0.28333333 1.        ]","[0.00050884 0.00070257 0.00050266 0.00071297 0.00085616 0.00078656
 0.00083395 0.00070454 0.00078286 0.00074366 0.00082626 0.00088645
 0.00102125 0.00105169 0.00148933 0.00175822 0.0010923  0.00109634
 0.00107837 0.00379059]",4hrs,DMSO,4hr,0
20,685,"[[0 0 2 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 1 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 1 0]
 [0 0 0 ... 0 0 0]]","[[0.         0.         0.00748824 ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.00356667 0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.00356667 0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",0.2528,0.0009287323529411765,4hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/4hrs_DMSO/07_005_ExpControl,20.9668,0.03930151850980392,"[[0 2 1 ... 0 0 0]
 [0 2 0 ... 1 0 1]
 [0 4 1 ... 0 0 0]
 ...
 [1 1 0 ... 3 4 2]
 [1 1 2 ... 2 1 5]
 [1 1 0 ... 3 1 0]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",4,"[1.125      0.485      0.20220588 0.125      0.13181818 0.1953125
 0.16438356 0.15963855 0.22177419 0.25371287 0.36842105 0.38319672
 0.30277778 0.22352941 0.17625899 0.1495098  0.14338235 0.1625
 0.15       0.        ]","[0.0042565  0.00178484 0.00073033 0.00044886 0.00047499 0.00071533
 0.00059542 0.00057472 0.00080721 0.00093038 0.00137319 0.0014231
 0.00111375 0.00081855 0.00063759 0.0005376  0.00051923 0.00058402
 0.00054092 0.        ]",4hrs,DMSO,4hr,3
21,461,"[[0 0 1 ... 0 0 0]
 [0 2 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 1 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]","[[0.         0.         0.00363961 ... 0.         0.         0.        ]
 [0.         0.00756118 0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.00363961 ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",0.2513,0.0009351601960784315,2hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/2hrs_Bic/09_004_ExpControl,2.7346,0.0068630141568627465,"[[0 1 1 ... 1 0 0]
 [0 2 1 ... 1 0 1]
 [2 0 2 ... 0 0 0]
 ...
 [0 0 0 ... 0 1 0]
 [0 0 0 ... 1 0 1]
 [0 2 0 ... 0 2 0]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0,"[0.21428571 0.2        0.16911765 0.1875     0.18863636 0.21484375
 0.16952055 0.22740964 0.22311828 0.18069307 0.21710526 0.26229508
 0.36388889 0.52705882 0.25359712 0.17156863 0.09558824 0.18125
 0.16666667 0.        ]","[0.00078999 0.00073074 0.00062278 0.00068964 0.00069297 0.00078911
 0.00062423 0.00083617 0.00081926 0.00066254 0.00080038 0.00097603
 0.00137715 0.0020052  0.00093871 0.0006279  0.0003479  0.00066673
 0.000616   0.        ]",2hrs,Bic,2hr + Bic,0
22,1549,"[[0 1 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 1 0 0]
 [1 0 0 ... 0 0 1]]","[[0.         0.00358824 0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.00358824 0.         0.        ]
 [0.00358824 0.         0.         ... 0.         0.         0.00358824]]",0.2543,0.000936721568627451,12hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/12hrs_DMSO/03_002_ExpControl,1.8293,0.0037357361568627454,"[[0 0 0 ... 2 0 0]
 [0 0 0 ... 0 1 1]
 [0 0 0 ... 1 0 0]
 ...
 [0 1 3 ... 0 2 1]
 [0 1 0 ... 0 0 2]
 [0 1 0 ... 1 1 0]]","[[0.         0.         0.         ... 0.00147294 0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.00539451 ... 0.         0.00147294 0.        ]
 [0.         0.         0.         ... 0.         0.         0.00147294]
 [0.         0.         0.         ... 0.         0.         0.        ]]",0,"[2.70535714 0.87       0.34191176 0.28409091 0.27272727 0.22070312
 0.18835616 0.15361446 0.14247312 0.20420792 0.21710526 0.21618852
 0.2462963  0.19058824 0.16546763 0.13235294 0.11029412 0.1375
 0.1        0.        ]","[0.01033543 0.0032501  0.00124157 0.0010317  0.00099225 0.00080626
 0.00068614 0.00055522 0.0005175  0.00074553 0.00079072 0.0007993
 0.00090599 0.00069329 0.00060273 0.00048227 0.00039821 0.00049338
 0.00035882 0.        ]",12hrs,DMSO,12hr,0
23,681,"[[0 0 0 ... 0 1 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 1 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]","[[0.         0.         0.         ... 0.         0.00359529 0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.00359529 0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",0.2559,0.0009434622745098037,4hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/4hrs_DMSO/07_005_ExpControl,11.711,0.02639666639215686,"[[ 1  0  0 ... 35 39 31]
 [ 1  0  0 ... 29 34 24]
 [ 1  0  0 ... 25 33 36]
 ...
 [ 0  0  1 ...  1  0  1]
 [ 0  0  0 ...  3  1  0]
 [ 0  1  2 ...  2  1  0]]","[[0.         0.         0.         ... 0.09260275 0.10828902 0.07691647]
 [0.         0.         0.         ... 0.06907333 0.08868118 0.04946549]
 [0.         0.         0.         ... 0.05338706 0.08475961 0.09652431]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",2,"[0.66071429 0.265      0.22794118 0.33806818 0.37045455 0.24414062
 0.21061644 0.34638554 0.32258065 0.27475248 0.21600877 0.2192623
 0.29166667 0.20705882 0.15827338 0.19117647 0.125      0.075
 0.08333333 0.        ]","[0.00244829 0.00096907 0.00082911 0.00124326 0.00137119 0.00089178
 0.00077511 0.00130088 0.00119924 0.00100558 0.00078771 0.00080135
 0.00108851 0.00075634 0.00057784 0.00070493 0.00045901 0.00027169
 0.00029961 0.        ]",4hrs,DMSO,4hr,1
